ConceptA1,ConceptA2,ConceptB,Probability
http://dbpedia.org/ontology/Village,http://dbpedia.org/ontology/Town,http://dbpedia.org/ontology/City,0.004945340968245705
http://dbpedia.org/ontology/City,http://dbpedia.org/ontology/CityDistrict,http://dbpedia.org/ontology/Village,0.022988505747126436
http://dbpedia.org/ontology/City,http://dbpedia.org/ontology/Village,http://dbpedia.org/ontology/CityDistrict,0.0014792899408284023
http://dbpedia.org/ontology/CityDistrict,http://dbpedia.org/ontology/Village,http://dbpedia.org/ontology/City,0.004464285714285714
http://dbpedia.org/ontology/Village,http://dbpedia.org/ontology/Town,http://dbpedia.org/ontology/CityDistrict,0.00017352073572791948
http://dbpedia.org/ontology/Village,http://dbpedia.org/ontology/CityDistrict,http://dbpedia.org/ontology/Town,0.004464285714285714
http://dbpedia.org/ontology/Town,http://dbpedia.org/ontology/CityDistrict,http://dbpedia.org/ontology/Village,0.16666666666666666
http://dbpedia.org/ontology/CityDistrict,http://dbpedia.org/ontology/Village,http://dbpedia.org/ontology/City,0.004464285714285714
http://dbpedia.org/ontology/CityDistrict,http://dbpedia.org/ontology/City,http://dbpedia.org/ontology/Village,0.022988505747126436
http://dbpedia.org/ontology/Village,http://dbpedia.org/ontology/City,http://dbpedia.org/ontology/CityDistrict,0.0014792899408284023
http://dbpedia.org/ontology/Town,http://dbpedia.org/ontology/City,http://dbpedia.org/ontology/Village,0.035826524198617225
http://dbpedia.org/ontology/Town,http://dbpedia.org/ontology/Village,http://dbpedia.org/ontology/City,0.004945340968245705
http://dbpedia.org/ontology/City,http://dbpedia.org/ontology/Village,http://dbpedia.org/ontology/Town,0.04215976331360947
http://dbpedia.org/ontology/Town,http://dbpedia.org/ontology/CityDistrict,http://dbpedia.org/ontology/Village,0.16666666666666666
http://dbpedia.org/ontology/Town,http://dbpedia.org/ontology/Village,http://dbpedia.org/ontology/CityDistrict,0.00017352073572791948
http://dbpedia.org/ontology/CityDistrict,http://dbpedia.org/ontology/Village,http://dbpedia.org/ontology/Town,0.004464285714285714
http://dbpedia.org/ontology/CityDistrict,http://dbpedia.org/ontology/City,http://dbpedia.org/ontology/Village,0.022988505747126436
http://dbpedia.org/ontology/CityDistrict,http://dbpedia.org/ontology/Village,http://dbpedia.org/ontology/City,0.004464285714285714
http://dbpedia.org/ontology/City,http://dbpedia.org/ontology/Village,http://dbpedia.org/ontology/CityDistrict,0.0014792899408284023
http://dbpedia.org/ontology/MilitaryUnit,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/GovernmentAgency,0.024390243902439025
http://dbpedia.org/ontology/MilitaryUnit,http://dbpedia.org/ontology/GovernmentAgency,http://dbpedia.org/ontology/Company,0.023076923076923078
http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/GovernmentAgency,http://dbpedia.org/ontology/MilitaryUnit,0.005747126436781609
http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Company,0.25
http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/Broadcaster,0.015748031496062992
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/SportsTeam,0.0035335689045936395
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/SportsTeam,0.0035335689045936395
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/Company,0.25
http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/Broadcaster,0.015748031496062992
http://dbpedia.org/ontology/MilitaryUnit,http://dbpedia.org/ontology/GovernmentAgency,http://dbpedia.org/ontology/Company,0.023076923076923078
http://dbpedia.org/ontology/MilitaryUnit,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/GovernmentAgency,0.024390243902439025
http://dbpedia.org/ontology/GovernmentAgency,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/MilitaryUnit,0.005747126436781609
http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/MilitaryUnit,http://dbpedia.org/ontology/GovernmentAgency,0.024390243902439025
http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/GovernmentAgency,http://dbpedia.org/ontology/MilitaryUnit,0.005747126436781609
http://dbpedia.org/ontology/MilitaryUnit,http://dbpedia.org/ontology/GovernmentAgency,http://dbpedia.org/ontology/Company,0.023076923076923078
http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/SportsTeam,0.0035335689045936395
http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/Broadcaster,0.015748031496062992
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/Company,0.25
http://dbpedia.org/ontology/GovernmentAgency,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/MilitaryUnit,0.005747126436781609
http://dbpedia.org/ontology/GovernmentAgency,http://dbpedia.org/ontology/MilitaryUnit,http://dbpedia.org/ontology/Company,0.023076923076923078
http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/MilitaryUnit,http://dbpedia.org/ontology/GovernmentAgency,0.024390243902439025
http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/GovernmentAgency,http://dbpedia.org/ontology/MilitaryUnit,0.005747126436781609
http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/MilitaryUnit,http://dbpedia.org/ontology/GovernmentAgency,0.024390243902439025
http://dbpedia.org/ontology/GovernmentAgency,http://dbpedia.org/ontology/MilitaryUnit,http://dbpedia.org/ontology/Company,0.023076923076923078
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/Company,0.25
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/SportsTeam,0.0035335689045936395
http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/Broadcaster,0.015748031496062992
http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/Broadcaster,0.015748031496062992
http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/SportsTeam,0.0035335689045936395
http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Company,0.25
http://dbpedia.org/ontology/GovernmentAgency,http://dbpedia.org/ontology/MilitaryUnit,http://dbpedia.org/ontology/Company,0.023076923076923078
http://dbpedia.org/ontology/GovernmentAgency,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/MilitaryUnit,0.005747126436781609
http://dbpedia.org/ontology/MilitaryUnit,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/GovernmentAgency,0.024390243902439025
http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/Broadcaster,0.015748031496062992
http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Company,0.25
http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/SportsTeam,0.0035335689045936395
http://dbpedia.org/ontology/TelevisionStation,http://dbpedia.org/ontology/BroadcastNetwork,http://dbpedia.org/ontology/RadioStation,0.030927835051546393
http://dbpedia.org/ontology/TelevisionStation,http://dbpedia.org/ontology/RadioStation,http://dbpedia.org/ontology/BroadcastNetwork,0.005519779208831647
http://dbpedia.org/ontology/BroadcastNetwork,http://dbpedia.org/ontology/RadioStation,http://dbpedia.org/ontology/TelevisionStation,0.06666666666666667
