ConceptA1,ConceptA2,ConceptB,Probability
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/HistoricPlace,2.3287975522546344e-05
http://dbpedia.org/ontology/HistoricPlace,http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/PopulatedPlace,0.004935459377372817
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/HistoricPlace,http://dbpedia.org/ontology/Region,0.047619047619047616
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Region,http://dbpedia.org/ontology/HistoricPlace,1.8350980859926963e-05
http://dbpedia.org/ontology/HistoricPlace,http://dbpedia.org/ontology/Region,http://dbpedia.org/ontology/PopulatedPlace,1.0
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/HistoricPlace,http://dbpedia.org/ontology/Island,0.047619047619047616
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Island,http://dbpedia.org/ontology/HistoricPlace,0.00010525207872855489
http://dbpedia.org/ontology/HistoricPlace,http://dbpedia.org/ontology/Island,http://dbpedia.org/ontology/PopulatedPlace,0.05263157894736842
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/ProtectedArea,http://dbpedia.org/ontology/Region,0.4636363636363636
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Region,http://dbpedia.org/ontology/ProtectedArea,0.0018718000477125503
http://dbpedia.org/ontology/ProtectedArea,http://dbpedia.org/ontology/Region,http://dbpedia.org/ontology/PopulatedPlace,1.0
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/NaturalPlace,http://dbpedia.org/ontology/Settlement,0.5
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/NaturalPlace,8.956913662517824e-06
http://dbpedia.org/ontology/NaturalPlace,http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/PopulatedPlace,0.025380710659898477
http://dbpedia.org/ontology/NaturalPlace,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/BodyOfWater,0.3
http://dbpedia.org/ontology/NaturalPlace,http://dbpedia.org/ontology/BodyOfWater,http://dbpedia.org/ontology/PopulatedPlace,6.341690271847123e-05
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/BodyOfWater,http://dbpedia.org/ontology/NaturalPlace,0.3333333333333333
http://dbpedia.org/ontology/NaturalPlace,http://dbpedia.org/ontology/HistoricPlace,http://dbpedia.org/ontology/Cave,0.2
http://dbpedia.org/ontology/NaturalPlace,http://dbpedia.org/ontology/Cave,http://dbpedia.org/ontology/HistoricPlace,0.005121638924455826
http://dbpedia.org/ontology/HistoricPlace,http://dbpedia.org/ontology/Cave,http://dbpedia.org/ontology/NaturalPlace,0.3076923076923077
http://dbpedia.org/ontology/NaturalPlace,http://dbpedia.org/ontology/WorldHeritageSite,http://dbpedia.org/ontology/BodyOfWater,0.3333333333333333
http://dbpedia.org/ontology/NaturalPlace,http://dbpedia.org/ontology/BodyOfWater,http://dbpedia.org/ontology/WorldHeritageSite,2.1138967572823742e-05
http://dbpedia.org/ontology/WorldHeritageSite,http://dbpedia.org/ontology/BodyOfWater,http://dbpedia.org/ontology/NaturalPlace,0.3333333333333333
http://dbpedia.org/ontology/NaturalPlace,http://dbpedia.org/ontology/HistoricPlace,http://dbpedia.org/ontology/BodyOfWater,0.1
http://dbpedia.org/ontology/NaturalPlace,http://dbpedia.org/ontology/BodyOfWater,http://dbpedia.org/ontology/HistoricPlace,4.2277935145647484e-05
http://dbpedia.org/ontology/HistoricPlace,http://dbpedia.org/ontology/BodyOfWater,http://dbpedia.org/ontology/NaturalPlace,0.6666666666666666
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Garden,http://dbpedia.org/ontology/Settlement,1.0
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/Garden,1.7913827325035648e-06
http://dbpedia.org/ontology/Garden,http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/PopulatedPlace,1.0
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/ProtectedArea,http://dbpedia.org/ontology/Settlement,0.41363636363636364
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/ProtectedArea,0.0001630158286578244
http://dbpedia.org/ontology/ProtectedArea,http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/PopulatedPlace,0.4232558139534884
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/ProtectedArea,http://dbpedia.org/ontology/Island,0.06363636363636363
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Island,http://dbpedia.org/ontology/ProtectedArea,0.0014735291021997685
http://dbpedia.org/ontology/ProtectedArea,http://dbpedia.org/ontology/Island,http://dbpedia.org/ontology/PopulatedPlace,0.208955223880597
http://dbpedia.org/ontology/NaturalPlace,http://dbpedia.org/ontology/ProtectedArea,http://dbpedia.org/ontology/Mountain,0.25
http://dbpedia.org/ontology/NaturalPlace,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/ProtectedArea,0.00011469205184080744
http://dbpedia.org/ontology/ProtectedArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/NaturalPlace,0.10344827586206896
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/WineRegion,http://dbpedia.org/ontology/Settlement,0.8
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/WineRegion,1.4331061860028519e-05
http://dbpedia.org/ontology/WineRegion,http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/PopulatedPlace,0.12698412698412698
http://dbpedia.org/ontology/NaturalPlace,http://dbpedia.org/ontology/ProtectedArea,http://dbpedia.org/ontology/BodyOfWater,0.5
http://dbpedia.org/ontology/NaturalPlace,http://dbpedia.org/ontology/BodyOfWater,http://dbpedia.org/ontology/ProtectedArea,0.00012683380543694245
http://dbpedia.org/ontology/ProtectedArea,http://dbpedia.org/ontology/BodyOfWater,http://dbpedia.org/ontology/NaturalPlace,0.8571428571428571
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/WorldHeritageSite,http://dbpedia.org/ontology/Settlement,0.8
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/WorldHeritageSite,2.149659279004278e-05
http://dbpedia.org/ontology/WorldHeritageSite,http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/PopulatedPlace,0.24489795918367346
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City,0.06040992448759439
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/City,http://dbpedia.org/ontology/Country,0.0020876048462255357
http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City,http://dbpedia.org/ontology/Settlement,0.5714285714285714
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Village,0.021574973031283712
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/Village,http://dbpedia.org/ontology/Country,7.60008360091961e-05
http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Village,http://dbpedia.org/ontology/Settlement,0.5263157894736842
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/Island,http://dbpedia.org/ontology/Village,0.04393063583815029
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/Village,http://dbpedia.org/ontology/Island,0.0001444015884174726
http://dbpedia.org/ontology/Island,http://dbpedia.org/ontology/Village,http://dbpedia.org/ontology/Settlement,0.7755102040816326
http://dbpedia.org/ontology/Region,http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/AdministrativeRegion,1.0
http://dbpedia.org/ontology/Region,http://dbpedia.org/ontology/AdministrativeRegion,http://dbpedia.org/ontology/Settlement,0.5260308663498064
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/AdministrativeRegion,http://dbpedia.org/ontology/Region,0.9250056471651231
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/Region,http://dbpedia.org/ontology/Town,0.00010465724751439037
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/Town,http://dbpedia.org/ontology/Region,3.8530201256084564e-05
http://dbpedia.org/ontology/Region,http://dbpedia.org/ontology/Town,http://dbpedia.org/ontology/Settlement,0.02127659574468085
http://dbpedia.org/ontology/Region,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/AdministrativeRegion,1.0
http://dbpedia.org/ontology/Region,http://dbpedia.org/ontology/AdministrativeRegion,http://dbpedia.org/ontology/Country,0.012240104233571284
http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/AdministrativeRegion,http://dbpedia.org/ontology/Region,0.7297592997811816
http://dbpedia.org/ontology/Region,http://dbpedia.org/ontology/Island,http://dbpedia.org/ontology/AdministrativeRegion,1.0
http://dbpedia.org/ontology/Region,http://dbpedia.org/ontology/AdministrativeRegion,http://dbpedia.org/ontology/Island,0.001981905932872112
http://dbpedia.org/ontology/Island,http://dbpedia.org/ontology/AdministrativeRegion,http://dbpedia.org/ontology/Region,0.627906976744186
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/Region,http://dbpedia.org/ontology/Village,0.014233385661957091
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/Village,http://dbpedia.org/ontology/Region,0.0015504170545876004
http://dbpedia.org/ontology/Region,http://dbpedia.org/ontology/Village,http://dbpedia.org/ontology/Settlement,0.15338345864661654
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/Island,http://dbpedia.org/ontology/CityDistrict,0.018497109826589597
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/CityDistrict,http://dbpedia.org/ontology/Island,0.0015559661577360692
http://dbpedia.org/ontology/Island,http://dbpedia.org/ontology/CityDistrict,http://dbpedia.org/ontology/Settlement,1.0
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/Island,http://dbpedia.org/ontology/Town,0.035838150289017344
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/Town,http://dbpedia.org/ontology/Island,0.00039814541297954046
http://dbpedia.org/ontology/Island,http://dbpedia.org/ontology/Town,http://dbpedia.org/ontology/Settlement,1.0
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/Region,http://dbpedia.org/ontology/City,0.0064538635967207394
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/City,http://dbpedia.org/ontology/Region,0.006896551724137931
http://dbpedia.org/ontology/Region,http://dbpedia.org/ontology/City,http://dbpedia.org/ontology/Settlement,0.592948717948718
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Town,0.037756202804746494
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/Town,http://dbpedia.org/ontology/Country,0.00044951901465431986
http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Town,http://dbpedia.org/ontology/Settlement,0.9459459459459459
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/CityDistrict,0.010787486515641856
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/CityDistrict,http://dbpedia.org/ontology/Country,0.0009724788485850433
http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/CityDistrict,http://dbpedia.org/ontology/Settlement,1.0
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/Island,http://dbpedia.org/ontology/City,0.012716763005780347
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/City,http://dbpedia.org/ontology/Island,0.00041006523765144457
http://dbpedia.org/ontology/Island,http://dbpedia.org/ontology/City,http://dbpedia.org/ontology/Settlement,0.2619047619047619
http://dbpedia.org/ontology/BodyOfWater,http://dbpedia.org/ontology/MountainPass,http://dbpedia.org/ontology/Stream,1.0
http://dbpedia.org/ontology/BodyOfWater,http://dbpedia.org/ontology/Stream,http://dbpedia.org/ontology/MountainPass,3.3743883921039314e-05
http://dbpedia.org/ontology/MountainPass,http://dbpedia.org/ontology/Stream,http://dbpedia.org/ontology/BodyOfWater,1.0
http://dbpedia.org/ontology/BodyOfWater,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Stream,0.2
http://dbpedia.org/ontology/BodyOfWater,http://dbpedia.org/ontology/Stream,http://dbpedia.org/ontology/Mountain,3.3743883921039314e-05
http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Stream,http://dbpedia.org/ontology/BodyOfWater,1.0
http://dbpedia.org/ontology/BodyOfWater,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Lake,0.6
http://dbpedia.org/ontology/BodyOfWater,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Mountain,0.00026187150837988826
http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/BodyOfWater,0.75
http://dbpedia.org/ontology/Stream,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/River,1.0
http://dbpedia.org/ontology/Stream,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/Lake,0.00030959752321981426
http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/Stream,0.11538461538461539
http://dbpedia.org/ontology/Engine,http://dbpedia.org/ontology/Weapon,http://dbpedia.org/ontology/AutomobileEngine,1.0
http://dbpedia.org/ontology/Engine,http://dbpedia.org/ontology/AutomobileEngine,http://dbpedia.org/ontology/Weapon,4.9465769687376336e-05
http://dbpedia.org/ontology/Weapon,http://dbpedia.org/ontology/AutomobileEngine,http://dbpedia.org/ontology/Engine,1.0
http://dbpedia.org/ontology/SportsEvent,http://dbpedia.org/ontology/Convention,http://dbpedia.org/ontology/FootballMatch,0.0033222591362126247
http://dbpedia.org/ontology/SportsEvent,http://dbpedia.org/ontology/FootballMatch,http://dbpedia.org/ontology/Convention,0.000163826998689384
http://dbpedia.org/ontology/Convention,http://dbpedia.org/ontology/FootballMatch,http://dbpedia.org/ontology/SportsEvent,0.5
http://dbpedia.org/ontology/SportsEvent,http://dbpedia.org/ontology/Election,http://dbpedia.org/ontology/Tournament,0.75
http://dbpedia.org/ontology/SportsEvent,http://dbpedia.org/ontology/Tournament,http://dbpedia.org/ontology/Election,0.00024290514554066637
http://dbpedia.org/ontology/Election,http://dbpedia.org/ontology/Tournament,http://dbpedia.org/ontology/SportsEvent,1.0
http://dbpedia.org/ontology/SportsEvent,http://dbpedia.org/ontology/Convention,http://dbpedia.org/ontology/Tournament,0.026578073089700997
http://dbpedia.org/ontology/SportsEvent,http://dbpedia.org/ontology/Tournament,http://dbpedia.org/ontology/Convention,0.00032387352738755514
http://dbpedia.org/ontology/Convention,http://dbpedia.org/ontology/Tournament,http://dbpedia.org/ontology/SportsEvent,0.2962962962962963
http://dbpedia.org/ontology/Olympics,http://dbpedia.org/ontology/Tournament,http://dbpedia.org/ontology/OlympicEvent,1.0
http://dbpedia.org/ontology/Olympics,http://dbpedia.org/ontology/OlympicEvent,http://dbpedia.org/ontology/Tournament,0.00014019346698443852
http://dbpedia.org/ontology/Tournament,http://dbpedia.org/ontology/OlympicEvent,http://dbpedia.org/ontology/Olympics,0.1111111111111111
http://dbpedia.org/ontology/Tournament,http://dbpedia.org/ontology/FootballMatch,http://dbpedia.org/ontology/SoccerTournament,0.8382352941176471
http://dbpedia.org/ontology/Tournament,http://dbpedia.org/ontology/SoccerTournament,http://dbpedia.org/ontology/FootballMatch,0.004723235001657275
http://dbpedia.org/ontology/FootballMatch,http://dbpedia.org/ontology/SoccerTournament,http://dbpedia.org/ontology/Tournament,0.19256756756756757
http://dbpedia.org/ontology/Tournament,http://dbpedia.org/ontology/FootballMatch,http://dbpedia.org/ontology/GolfTournament,0.11764705882352941
http://dbpedia.org/ontology/Tournament,http://dbpedia.org/ontology/GolfTournament,http://dbpedia.org/ontology/FootballMatch,0.002664002664002664
http://dbpedia.org/ontology/FootballMatch,http://dbpedia.org/ontology/GolfTournament,http://dbpedia.org/ontology/Tournament,0.3333333333333333
http://dbpedia.org/ontology/Race,http://dbpedia.org/ontology/Tournament,http://dbpedia.org/ontology/CyclingRace,1.0
http://dbpedia.org/ontology/Race,http://dbpedia.org/ontology/CyclingRace,http://dbpedia.org/ontology/Tournament,0.0007575757575757576
http://dbpedia.org/ontology/Tournament,http://dbpedia.org/ontology/CyclingRace,http://dbpedia.org/ontology/Race,1.0
http://dbpedia.org/ontology/FootballLeagueSeason,http://dbpedia.org/ontology/NCAATeamSeason,http://dbpedia.org/ontology/NationalFootballLeagueSeason,0.64
http://dbpedia.org/ontology/FootballLeagueSeason,http://dbpedia.org/ontology/NationalFootballLeagueSeason,http://dbpedia.org/ontology/NCAATeamSeason,0.008429926238145416
http://dbpedia.org/ontology/NCAATeamSeason,http://dbpedia.org/ontology/NationalFootballLeagueSeason,http://dbpedia.org/ontology/FootballLeagueSeason,1.0
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/FictionalCharacter,http://dbpedia.org/ontology/MilitaryUnit,0.037037037037037035
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/MilitaryUnit,http://dbpedia.org/ontology/FictionalCharacter,3.9674667724657806e-05
http://dbpedia.org/ontology/FictionalCharacter,http://dbpedia.org/ontology/MilitaryUnit,http://dbpedia.org/ontology/Organisation,0.3333333333333333
http://dbpedia.org/ontology/FictionalCharacter,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ComicsCharacter,0.18518518518518517
http://dbpedia.org/ontology/FictionalCharacter,http://dbpedia.org/ontology/ComicsCharacter,http://dbpedia.org/ontology/Organisation,0.0014040999719180005
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/ComicsCharacter,http://dbpedia.org/ontology/FictionalCharacter,0.5
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/FictionalCharacter,http://dbpedia.org/ontology/Group,0.07407407407407407
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/Group,http://dbpedia.org/ontology/FictionalCharacter,5.440992437020512e-05
http://dbpedia.org/ontology/FictionalCharacter,http://dbpedia.org/ontology/Group,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/ontology/FictionalCharacter,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/MythologicalFigure,0.037037037037037035
http://dbpedia.org/ontology/FictionalCharacter,http://dbpedia.org/ontology/MythologicalFigure,http://dbpedia.org/ontology/Organisation,0.0008873114463176575
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/MythologicalFigure,http://dbpedia.org/ontology/FictionalCharacter,1.0
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/FictionalCharacter,http://dbpedia.org/ontology/Company,0.1111111111111111
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/FictionalCharacter,3.2939523035706445e-05
http://dbpedia.org/ontology/FictionalCharacter,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/Organisation,0.3
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/FictionalCharacter,http://dbpedia.org/ontology/SportsTeam,0.037037037037037035
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/FictionalCharacter,6.39467962655071e-05
http://dbpedia.org/ontology/FictionalCharacter,http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/Organisation,0.16666666666666666
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/RadioStation,0.0706713780918728
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/RadioStation,http://dbpedia.org/ontology/Company,0.001771165426850868
http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/RadioStation,http://dbpedia.org/ontology/Broadcaster,0.43478260869565216
http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/Library,0.04945054945054945
http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Library,http://dbpedia.org/ontology/Company,0.004828326180257511
http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/Library,http://dbpedia.org/ontology/EducationalInstitution,0.5294117647058824
http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/BowlingLeague,0.07142857142857142
http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/BowlingLeague,http://dbpedia.org/ontology/Company,0.14285714285714285
http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/BowlingLeague,http://dbpedia.org/ontology/SportsLeague,1.0
http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/RugbyClub,0.3333333333333333
http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/RugbyClub,http://dbpedia.org/ontology/Company,0.0007550018875047187
http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/RugbyClub,http://dbpedia.org/ontology/SportsClub,1.0
http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/MilitaryUnit,http://dbpedia.org/ontology/PublicTransitSystem,0.008130081300813009
http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/PublicTransitSystem,http://dbpedia.org/ontology/MilitaryUnit,0.00010011012113324657
http://dbpedia.org/ontology/MilitaryUnit,http://dbpedia.org/ontology/PublicTransitSystem,http://dbpedia.org/ontology/Company,1.0
http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Library,0.20689655172413793
http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Library,http://dbpedia.org/ontology/Broadcaster,0.003218884120171674
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Library,http://dbpedia.org/ontology/EducationalInstitution,1.0
http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/SoccerLeague,0.0625
http://dbpedia.org/ontology/SportsLeague,http://dbpedia.org/ontology/SoccerLeague,http://dbpedia.org/ontology/SportsTeam,0.00032562683165092806
http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/SoccerLeague,http://dbpedia.org/ontology/SportsLeague,0.125
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/BroadcastNetwork,0.26325088339222613
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/BroadcastNetwork,http://dbpedia.org/ontology/Company,0.14285714285714285
http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/BroadcastNetwork,http://dbpedia.org/ontology/Broadcaster,0.9085365853658537
http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/University,0.6868131868131868
http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/University,http://dbpedia.org/ontology/Company,0.004790924073435284
http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/University,http://dbpedia.org/ontology/EducationalInstitution,0.32299741602067183
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/GovernmentAgency,http://dbpedia.org/ontology/BroadcastNetwork,0.16666666666666666
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/BroadcastNetwork,http://dbpedia.org/ontology/GovernmentAgency,0.0009587727708533077
http://dbpedia.org/ontology/GovernmentAgency,http://dbpedia.org/ontology/BroadcastNetwork,http://dbpedia.org/ontology/Broadcaster,1.0
http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/BasketballTeam,0.0005249343832020997
http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/BasketballTeam,http://dbpedia.org/ontology/SportsClub,0.0006884681583476765
http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/BasketballTeam,http://dbpedia.org/ontology/SportsTeam,1.0
http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/LawFirm,0.007874015748031496
http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/LawFirm,http://dbpedia.org/ontology/SportsTeam,0.0018315018315018315
