intersection,probability
"('<wordnet_entertainer_109616922>', '<wordnet_antipope_109797375>')",0.0
"('<wordnet_entertainer_109616922>', '<wordnet_commissioner_109943811>')",5.774056719003309e-05
"('<wordnet_entertainer_109616922>', '<wordnet_first_lady_110092880>')",0.00014213062692931223
"('<wordnet_entertainer_109616922>', '<wordnet_official_110372373>')",0.005694108241355571
"('<wordnet_entertainer_109616922>', '<wordnet_noble_110271677>')",0.0005818472539918719
"('<wordnet_entertainer_109616922>', '<wordnet_martyr_110296618>')",8.439005973927913e-05
"('<wordnet_entertainer_109616922>', '<wordnet_scientist_110560637>')",0.002975860001332475
"('<wordnet_entertainer_109616922>', '<wordnet_member_110307234>')",0.0035044082702258544
"('<wordnet_entertainer_109616922>', '<wordnet_representative_110522035>')",0.004317217792977859
"('<wordnet_entertainer_109616922>', '<wordnet_sender_110578762>')",0.0
"('<wordnet_entertainer_109616922>', '<wordnet_governor_110140314>')",0.0001909880299362633
"('<wordnet_entertainer_109616922>', '<wordnet_gymnast_110153594>')",0.00041750871660485464
"('<wordnet_entertainer_109616922>', '<wordnet_scholar_110557854>')",0.14313442448200048
"('<wordnet_entertainer_109616922>', '<wordnet_sailor_110546633>')",0.001336916209553843
"('<wordnet_entertainer_109616922>', '<wordnet_minister_110320863>')",0.0007817184481112172
"('<wordnet_entertainer_109616922>', '<wordnet_pirate_110435367>')",2.2207910457705036e-05
"('<wordnet_entertainer_109616922>', '<wordnet_composer_109947232>')",0.0964533966999045
"('<wordnet_entertainer_109616922>', '<wordnet_soldier_110622053>')",0.00467698594239268
"('<wordnet_entertainer_109616922>', '<wordnet_speedskater_110634849>')",2.2207910457705036e-05
"('<wordnet_entertainer_109616922>', '<wordnet_player_110439851>')",0.01723333851517911
"('<wordnet_entertainer_109616922>', '<wordnet_patriarch_110406905>')",0.0
"('<wordnet_entertainer_109616922>', '<wordnet_wrestler_110793168>')",0.002429545404072931
"('<wordnet_entertainer_109616922>', '<wordnet_sports_announcer_110639637>')",0.00033311865686557553
"('<wordnet_entertainer_109616922>', '<wordnet_football_official_110101427>')",8.883164183082014e-06
"('<wordnet_entertainer_109616922>', '<wordnet_boxer_109870208>')",0.0010126807168713496
"('<wordnet_entertainer_109616922>', '<wordnet_artist_109812338>')",0.4986830709098581
"('<wordnet_entertainer_109616922>', '<wordnet_celebrity_109903153>')",0.001319149881187679
"('<wordnet_entertainer_109616922>', '<wordnet_person_100007846>')",1.0
"('<wordnet_entertainer_109616922>', '<wordnet_spy_110641755>')",0.0001909880299362633
"('<wordnet_entertainer_109616922>', '<wordnet_engineer_109615807>')",0.001918763463545715
"('<wordnet_entertainer_109616922>', '<wordnet_king_110231515>')",0.0002620533434009194
"('<wordnet_entertainer_109616922>', '<wordnet_samurai_110549763>')",0.0
"('<wordnet_entertainer_109616922>', '<wordnet_horseman_110185793>')",0.0003242354926824935
"('<wordnet_entertainer_109616922>', '<wordnet_actress_109767700>')",0.24096027004819118
"('<wordnet_entertainer_109616922>', '<wordnet_state_senator_110650076>')",9.327322392236115e-05
"('<wordnet_entertainer_109616922>', '<wordnet_ward_110767020>')",0.0006840036420973151
"('<wordnet_entertainer_109616922>', '<wordnet_sovereign_110628644>')",0.000599613582358036
"('<wordnet_entertainer_109616922>', '<wordnet_referee_110514429>')",5.329898509849208e-05
"('<wordnet_entertainer_109616922>', '<wordnet_bodybuilder_109862845>')",0.000612938328632659
"('<wordnet_entertainer_109616922>', '<wordnet_head_110162991>')",0.020533434009194076
"('<wordnet_entertainer_109616922>', '<wordnet_historian_110177150>')",0.0016478269559617135
"('<wordnet_entertainer_109616922>', '<wordnet_officeholder_110371450>')",0.003819760598725266
"('<wordnet_entertainer_109616922>', '<wordnet_emperor_110053004>')",3.5532656732328056e-05
"('<wordnet_entertainer_109616922>', '<wordnet_cricketer_109977326>')",0.00023540385085167337
"('<wordnet_entertainer_109616922>', '<wordnet_dancer_109989502>')",0.03965888649536965
"('<wordnet_entertainer_109616922>', '<wordnet_schemer_110556518>')",0.0
"('<wordnet_entertainer_109616922>', '<wordnet_herald_110171219>')",0.0
"('<wordnet_entertainer_109616922>', '<wordnet_curate_109983572>')",0.00023540385085167337
"('<wordnet_entertainer_109616922>', '<wordnet_abbot_109754404>')",3.1091074640787045e-05
"('<wordnet_entertainer_109616922>', '<wordnet_skier_110605253>')",0.00011548113438006618
"('<wordnet_entertainer_109616922>', '<wordnet_vice_president_110751265>')",1.332474627462302e-05
"('<wordnet_entertainer_109616922>', '<wordnet_archbishop_109805151>')",1.7766328366164028e-05
"('<wordnet_entertainer_109616922>', '<wordnet_religious_person_109628382>')",0.0021674920606720113
"('<wordnet_entertainer_109616922>', '<wordnet_cardinal_109894143>')",8.883164183082014e-06
"('<wordnet_entertainer_109616922>', '<wordnet_philosopher_110423589>')",0.000644029403273446
"('<wordnet_entertainer_109616922>', '<wordnet_rider_110529965>')",0.000688445224188856
"('<wordnet_entertainer_109616922>', '<wordnet_cheerleader_109913593>')",0.0003864176419640676
"('<wordnet_entertainer_109616922>', '<wordnet_chef_109963574>')",0.0005285482688933798
"('<wordnet_entertainer_109616922>', '<wordnet_fencer_110085217>')",0.00014213062692931223
"('<wordnet_entertainer_109616922>', '<wordnet_very_important_person_110748620>')",0.0
"('<wordnet_entertainer_109616922>', '<wordnet_basketball_player_109842047>')",0.0011015123587021698
"('<wordnet_entertainer_109616922>', '<wordnet_congressman_109955781>')",4.441582091541007e-06
"('<wordnet_entertainer_109616922>', '<wordnet_criminal_109977660>')",0.0016878011947855827
"('<wordnet_entertainer_109616922>', '<wordnet_academician_109759069>')",0.006644606808945346
"('<wordnet_entertainer_109616922>', '<wordnet_musician_110339966>')",0.46845366319483
"('<wordnet_entertainer_109616922>', '<wordnet_athlete_109820263>')",0.011592529258922029
"('<wordnet_entertainer_109616922>', '<wordnet_mathematician_110301261>')",0.0003109107464078705
"('<wordnet_entertainer_109616922>', '<wordnet_policeman_110448983>')",0.000612938328632659
"('<wordnet_entertainer_109616922>', '<wordnet_architect_109805475>')",0.0004308334628794777
"('<wordnet_entertainer_109616922>', '<wordnet_woman_110787470>')",0.053725376979280016
"('<wordnet_entertainer_109616922>', '<wordnet_peer_109626238>')",0.014044282573452664
"('<wordnet_entertainer_109616922>', '<wordnet_builder_109878275>')",1.332474627462302e-05
"('<wordnet_entertainer_109616922>', '<wordnet_photographer_110426749>')",0.003206822270092607
"('<wordnet_entertainer_109616922>', '<wordnet_astronaut_109818022>')",6.218214928157409e-05
"('<wordnet_entertainer_109616922>', '<wordnet_pilot_110433164>')",0.0007284194630127252
"('<wordnet_entertainer_109616922>', '<wordnet_person_100007846>')",1.0
"('<wordnet_aviator_109826204>', '<wordnet_theologian_110705615>')",0.0002105706464518846
"('<wordnet_aviator_109826204>', '<wordnet_president_110468962>')",0.0010528532322594231
"('<wordnet_aviator_109826204>', '<wordnet_senator_110578471>')",0.009475679090334808
"('<wordnet_aviator_109826204>', '<wordnet_pool_player_110453184>')",0.0
"('<wordnet_aviator_109826204>', '<wordnet_calculator_109887034>')",0.0
"('<wordnet_aviator_109826204>', '<wordnet_murderer_110338707>')",0.002526847757422615
"('<wordnet_aviator_109826204>', '<wordnet_couturier_109972157>')",0.0005264266161297116
"('<wordnet_aviator_109826204>', '<wordnet_soccer_player_110618342>')",0.0011581385554853654
"('<wordnet_aviator_109826204>', '<wordnet_ambassador_109787534>')",0.005474836807749
"('<wordnet_aviator_109826204>', '<wordnet_comedian_109940146>')",0.0035797009896820385
"('<wordnet_aviator_109826204>', '<wordnet_speaker_110630188>')",0.003474415666456096
"('<wordnet_aviator_109826204>', '<wordnet_leader_109623038>')",0.17361549799957887
"('<wordnet_aviator_109826204>', '<wordnet_lacrosse_player_110242682>')",0.0007369972625815961
"('<wordnet_aviator_109826204>', '<wordnet_volleyball_player_110759047>')",0.0001052853232259423
"('<wordnet_aviator_109826204>', '<wordnet_serial_killer_110581464>')",0.0002105706464518846
"('<wordnet_aviator_109826204>', '<wordnet_civil_servant_109925459>')",0.002526847757422615
"('<wordnet_aviator_109826204>', '<wordnet_climber_109929298>')",0.0003158559696778269
"('<wordnet_aviator_109826204>', '<wordnet_tennis_player_110701180>')",0.0021057064645188463
"('<wordnet_aviator_109826204>', '<wordnet_saint_110546850>')",0.0016845651716150768
"('<wordnet_aviator_109826204>', '<wordnet_diver_110019552>')",0.0022109917877447885
"('<wordnet_aviator_109826204>', '<wordnet_victim_110752093>')",0.10886502421562434
"('<wordnet_aviator_109826204>', '<wordnet_snowboarder_110617665>')",0.0
"('<wordnet_aviator_109826204>', '<wordnet_poet_110444194>')",0.0036849863129079807
"('<wordnet_aviator_109826204>', '<wordnet_mass_murderer_110298343>')",0.0014739945251631922
"('<wordnet_aviator_109826204>', '<wordnet_bowler_109870096>')",0.0
"('<wordnet_aviator_109826204>', '<wordnet_pope_110453533>')",0.0
"('<wordnet_aviator_109826204>', '<wordnet_doctor_110020890>')",0.004632554221941461
"('<wordnet_aviator_109826204>', '<wordnet_coach_109931640>')",0.006317119393556538
"('<wordnet_aviator_109826204>', '<wordnet_dodo_110022908>')",0.0
"('<wordnet_aviator_109826204>', '<wordnet_swimmer_110683349>')",0.0016845651716150768
"('<wordnet_aviator_109826204>', '<wordnet_synthesist_110687231>')",0.0
"('<wordnet_aviator_109826204>', '<wordnet_lama_110243664>')",0.0
"('<wordnet_aviator_109826204>', '<wordnet_commanding_officer_109941964>')",0.04232469993682881
"('<wordnet_aviator_109826204>', '<wordnet_sumo_wrestler_110674713>')",0.0
"('<wordnet_aviator_109826204>', '<wordnet_spouse_110640620>')",0.0008422825858075384
"('<wordnet_aviator_109826204>', '<wordnet_performer_110415638>')",0.03253316487681617
"('<wordnet_aviator_109826204>', '<wordnet_judge_110225219>')",0.00642240471678248
"('<wordnet_aviator_109826204>', '<wordnet_dramatist_110030277>')",0.0011581385554853654
"('<wordnet_aviator_109826204>', '<wordnet_spree_killer_110581648>')",0.0
"('<wordnet_aviator_109826204>', '<wordnet_model_110324560>')",0.0010528532322594231
"('<wordnet_aviator_109826204>', '<wordnet_film_director_110088200>')",0.004632554221941461
"('<wordnet_aviator_109826204>', '<wordnet_military_officer_110317007>')",0.33259633607075173
"('<wordnet_aviator_109826204>', '<wordnet_politician_110450303>')",0.06074963150136871
"('<wordnet_aviator_109826204>', '<wordnet_singer_110599806>')",0.004000842282585807
"('<wordnet_aviator_109826204>', '<wordnet_campaigner_109889691>')",0.0
"('<wordnet_aviator_109826204>', '<wordnet_premier_109907196>')",0.0
"('<wordnet_aviator_109826204>', '<wordnet_governor_general_110140597>')",0.0
"('<wordnet_aviator_109826204>', '<wordnet_suspect_110681383>')",0.0
"('<wordnet_aviator_109826204>', '<wordnet_surfer_110679054>')",0.0003158559696778269
"('<wordnet_aviator_109826204>', '<wordnet_ballplayer_109835506>')",0.005895978100652769
"('<wordnet_aviator_109826204>', '<wordnet_supplier_110677271>')",0.0
"('<wordnet_aviator_109826204>', '<wordnet_bishop_109857200>')",0.0002105706464518846
"('<wordnet_aviator_109826204>', '<wordnet_presenter_110466387>')",0.0022109917877447885
"('<wordnet_aviator_109826204>', '<wordnet_chess_player_109915834>')",0.0002105706464518846
"('<wordnet_aviator_109826204>', '<wordnet_hockey_player_110179291>')",0.0033691303432301536
"('<wordnet_aviator_109826204>', '<wordnet_mayor_110303814>')",0.007896399241945672
"('<wordnet_aviator_109826204>', '<wordnet_golfer_110136959>')",0.002421562434196673
"('<wordnet_aviator_109826204>', '<wordnet_football_player_110101634>')",0.020425352705832806
"('<wordnet_aviator_109826204>', '<wordnet_chemist_109913824>')",0.0010528532322594231
"('<wordnet_aviator_109826204>', '<wordnet_playmate_110441037>')",0.0
"('<wordnet_aviator_109826204>', '<wordnet_trade_unionist_110720964>')",0.0003158559696778269
"('<wordnet_aviator_109826204>', '<wordnet_professional_110480253>')",0.043588123815540114
"('<wordnet_aviator_109826204>', '<wordnet_mountaineer_110334567>')",0.0001052853232259423
"('<wordnet_aviator_109826204>', '<wordnet_journalist_110224578>')",0.012318382817435249
"('<wordnet_aviator_109826204>', '<wordnet_director_110014939>')",0.009896820383238577
"('<wordnet_aviator_109826204>', '<wordnet_cyclist_109986189>')",0.0021057064645188463
"('<wordnet_aviator_109826204>', '<wordnet_president_110467179>')",0.009475679090334808
"('<wordnet_aviator_109826204>', '<wordnet_actor_109765278>')",0.023162771109707308
"('<wordnet_aviator_109826204>', '<wordnet_economist_110043643>')",0.0006317119393556538
"('<wordnet_aviator_109826204>', '<wordnet_professional_110480583>')",0.0
"('<wordnet_aviator_109826204>', '<wordnet_rabbi_110502329>')",0.0
"('<wordnet_aviator_109826204>', '<wordnet_detainee_110009162>')",0.0001052853232259423
"('<wordnet_aviator_109826204>', '<wordnet_national_109625401>')",0.0082122552116235
"('<wordnet_aviator_109826204>', '<wordnet_ski_jumper_110605375>')",0.0004211412929037692
"('<wordnet_aviator_109826204>', '<wordnet_writer_110794014>')",0.06106548747104654
"('<wordnet_aviator_109826204>', '<wordnet_chief_justice_109916788>')",0.0004211412929037692
"('<wordnet_aviator_109826204>', '<wordnet_skater_110604491>')",0.0002105706464518846
"('<wordnet_aviator_109826204>', '<wordnet_antipope_109797375>')",0.0
"('<wordnet_aviator_109826204>', '<wordnet_commissioner_109943811>')",0.0015792798483891346
"('<wordnet_aviator_109826204>', '<wordnet_first_lady_110092880>')",0.0002105706464518846
"('<wordnet_aviator_109826204>', '<wordnet_official_110372373>')",0.07306801431880396
"('<wordnet_aviator_109826204>', '<wordnet_noble_110271677>')",0.008633396504527269
"('<wordnet_aviator_109826204>', '<wordnet_martyr_110296618>')",0.0002105706464518846
"('<wordnet_aviator_109826204>', '<wordnet_scientist_110560637>')",0.022741629816803537
"('<wordnet_aviator_109826204>', '<wordnet_member_110307234>')",0.01600336913034323
"('<wordnet_aviator_109826204>', '<wordnet_representative_110522035>')",0.019477784796799326
"('<wordnet_aviator_109826204>', '<wordnet_sender_110578762>')",0.0
"('<wordnet_aviator_109826204>', '<wordnet_governor_110140314>')",0.005474836807749
"('<wordnet_aviator_109826204>', '<wordnet_gymnast_110153594>')",0.0005264266161297116
"('<wordnet_aviator_109826204>', '<wordnet_scholar_110557854>')",0.28100652769004003
"('<wordnet_aviator_109826204>', '<wordnet_sailor_110546633>')",0.008738681827753211
"('<wordnet_aviator_109826204>', '<wordnet_minister_110320863>')",0.007054116656138134
"('<wordnet_aviator_109826204>', '<wordnet_pirate_110435367>')",0.0005264266161297116
"('<wordnet_aviator_109826204>', '<wordnet_composer_109947232>')",0.0027374184038745
"('<wordnet_aviator_109826204>', '<wordnet_soldier_110622053>')",0.06338176458201726
"('<wordnet_aviator_109826204>', '<wordnet_speedskater_110634849>')",0.0001052853232259423
"('<wordnet_aviator_109826204>', '<wordnet_player_110439851>')",0.04042956411876184
"('<wordnet_aviator_109826204>', '<wordnet_patriarch_110406905>')",0.0
"('<wordnet_aviator_109826204>', '<wordnet_wrestler_110793168>')",0.0007369972625815961
"('<wordnet_aviator_109826204>', '<wordnet_sports_announcer_110639637>')",0.0009475679090334807
"('<wordnet_aviator_109826204>', '<wordnet_football_official_110101427>')",0.0004211412929037692
"('<wordnet_aviator_109826204>', '<wordnet_boxer_109870208>')",0.0016845651716150768
"('<wordnet_aviator_109826204>', '<wordnet_artist_109812338>')",0.028216466624552537
"('<wordnet_aviator_109826204>', '<wordnet_celebrity_109903153>')",0.0
"('<wordnet_aviator_109826204>', '<wordnet_person_100007846>')",1.0
"('<wordnet_aviator_109826204>', '<wordnet_spy_110641755>')",0.003053274373552327
"('<wordnet_aviator_109826204>', '<wordnet_engineer_109615807>')",0.05348494419877869
"('<wordnet_aviator_109826204>', '<wordnet_king_110231515>')",0.0002105706464518846
"('<wordnet_aviator_109826204>', '<wordnet_samurai_110549763>')",0.0
"('<wordnet_aviator_109826204>', '<wordnet_horseman_110185793>')",0.00136870920193725
"('<wordnet_aviator_109826204>', '<wordnet_actress_109767700>')",0.0023162771109707307
"('<wordnet_aviator_109826204>', '<wordnet_state_senator_110650076>')",0.006106548747104654
"('<wordnet_aviator_109826204>', '<wordnet_ward_110767020>')",0.0001052853232259423
"('<wordnet_aviator_109826204>', '<wordnet_sovereign_110628644>')",0.003158559696778269
"('<wordnet_aviator_109826204>', '<wordnet_referee_110514429>')",0.0002105706464518846
"('<wordnet_aviator_109826204>', '<wordnet_bodybuilder_109862845>')",0.0001052853232259423
"('<wordnet_aviator_109826204>', '<wordnet_head_110162991>')",0.04979995788587071
"('<wordnet_aviator_109826204>', '<wordnet_historian_110177150>')",0.0052642661612971155
"('<wordnet_aviator_109826204>', '<wordnet_officeholder_110371450>')",0.05895978100652769
"('<wordnet_aviator_109826204>', '<wordnet_emperor_110053004>')",0.0
"('<wordnet_aviator_109826204>', '<wordnet_cricketer_109977326>')",0.008528111181301326
"('<wordnet_aviator_109826204>', '<wordnet_dancer_109989502>')",0.0008422825858075384
"('<wordnet_aviator_109826204>', '<wordnet_schemer_110556518>')",0.0
"('<wordnet_aviator_109826204>', '<wordnet_herald_110171219>')",0.0
"('<wordnet_aviator_109826204>', '<wordnet_curate_109983572>')",0.0004211412929037692
"('<wordnet_aviator_109826204>', '<wordnet_abbot_109754404>')",0.0
"('<wordnet_aviator_109826204>', '<wordnet_skier_110605253>')",0.0023162771109707307
"('<wordnet_aviator_109826204>', '<wordnet_vice_president_110751265>')",0.0006317119393556538
"('<wordnet_aviator_109826204>', '<wordnet_archbishop_109805151>')",0.0
"('<wordnet_aviator_109826204>', '<wordnet_religious_person_109628382>')",0.0018951358180669614
"('<wordnet_aviator_109826204>', '<wordnet_cardinal_109894143>')",0.0
"('<wordnet_aviator_109826204>', '<wordnet_philosopher_110423589>')",0.0006317119393556538
"('<wordnet_aviator_109826204>', '<wordnet_rider_110529965>')",0.004632554221941461
"('<wordnet_aviator_109826204>', '<wordnet_cheerleader_109913593>')",0.0001052853232259423
"('<wordnet_aviator_109826204>', '<wordnet_chef_109963574>')",0.0002105706464518846
"('<wordnet_aviator_109826204>', '<wordnet_fencer_110085217>')",0.0007369972625815961
"('<wordnet_aviator_109826204>', '<wordnet_very_important_person_110748620>')",0.0001052853232259423
"('<wordnet_aviator_109826204>', '<wordnet_basketball_player_109842047>')",0.006317119393556538
"('<wordnet_aviator_109826204>', '<wordnet_congressman_109955781>')",0.0006317119393556538
"('<wordnet_aviator_109826204>', '<wordnet_criminal_109977660>')",0.017266793009054537
"('<wordnet_aviator_109826204>', '<wordnet_academician_109759069>')",0.003895556959359865
"('<wordnet_aviator_109826204>', '<wordnet_musician_110339966>')",0.010423246999368288
"('<wordnet_aviator_109826204>', '<wordnet_athlete_109820263>')",0.046957254158770265
"('<wordnet_aviator_109826204>', '<wordnet_mathematician_110301261>')",0.0008422825858075384
"('<wordnet_aviator_109826204>', '<wordnet_policeman_110448983>')",0.0027374184038745
"('<wordnet_aviator_109826204>', '<wordnet_architect_109805475>')",0.0020004211412929036
"('<wordnet_aviator_109826204>', '<wordnet_woman_110787470>')",0.04979995788587071
"('<wordnet_aviator_109826204>', '<wordnet_peer_109626238>')",0.023899768372288903
"('<wordnet_aviator_109826204>', '<wordnet_builder_109878275>')",0.0001052853232259423
"('<wordnet_aviator_109826204>', '<wordnet_photographer_110426749>')",0.0033691303432301536
"('<wordnet_aviator_109826204>', '<wordnet_astronaut_109818022>')",0.03148031164455675
"('<wordnet_aviator_109826204>', '<wordnet_pilot_110433164>')",0.5457991156032849
"('<wordnet_aviator_109826204>', '<wordnet_person_100007846>')",1.0
"('<wordnet_theologian_110705615>', '<wordnet_president_110468962>')",0.00023837902264600716
"('<wordnet_theologian_110705615>', '<wordnet_senator_110578471>')",0.0009535160905840286
"('<wordnet_theologian_110705615>', '<wordnet_pool_player_110453184>')",0.0
"('<wordnet_theologian_110705615>', '<wordnet_calculator_109887034>')",0.0
"('<wordnet_theologian_110705615>', '<wordnet_murderer_110338707>')",0.00011918951132300358
"('<wordnet_theologian_110705615>', '<wordnet_couturier_109972157>')",0.0
"('<wordnet_theologian_110705615>', '<wordnet_soccer_player_110618342>')",0.00011918951132300358
"('<wordnet_theologian_110705615>', '<wordnet_ambassador_109787534>')",0.002264600715137068
"('<wordnet_theologian_110705615>', '<wordnet_comedian_109940146>')",0.00023837902264600716
"('<wordnet_theologian_110705615>', '<wordnet_speaker_110630188>')",0.006436233611442193
"('<wordnet_theologian_110705615>', '<wordnet_leader_109623038>')",0.46245530393325385
"('<wordnet_theologian_110705615>', '<wordnet_lacrosse_player_110242682>')",0.0
"('<wordnet_theologian_110705615>', '<wordnet_volleyball_player_110759047>')",0.0
"('<wordnet_theologian_110705615>', '<wordnet_serial_killer_110581464>')",0.0
"('<wordnet_theologian_110705615>', '<wordnet_civil_servant_109925459>')",0.000834326579261025
