"Predicate(x,y)",ConceptA(y),ConceptB(x),Probability
http://dbpedia.org/property/fate,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.9487179487179487
http://dbpedia.org/property/sponsor,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.08461538461538462
http://dbpedia.org/property/leader7Type,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/ontology/relative,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0019516955354964625
http://dbpedia.org/property/ruPosition,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.11237959329290047
http://dbpedia.org/ontology/destination,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/ontology/majorShrine,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.007194244604316547
http://dbpedia.org/ontology/typeOfElectrification,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/chiefMinisterTitle,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/ontology/parentOrganisation,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/regional1Name,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.6
http://dbpedia.org/property/chief4Name,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/chief9Position,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/minister1Pfo,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.9967948717948718
http://dbpedia.org/property/minister9Name,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/ontology/provost,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/ontology/executiveProducer,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0005461993627674101
http://dbpedia.org/property/rcm,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.4462809917355372
http://dbpedia.org/ontology/county,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.18716577540106952
http://dbpedia.org/property/affiliations,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.824390243902439
http://dbpedia.org/property/cb,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.5128205128205128
http://dbpedia.org/property/rw,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.49572649572649574
http://dbpedia.org/property/notablePlayers,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/partners,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.05
http://dbpedia.org/property/currentSeries,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.00975609756097561
http://dbpedia.org/property/topPointScorer,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.08962264150943396
http://dbpedia.org/property/voice,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0007828810020876827
http://dbpedia.org/ontology/fourthCommander,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/writers,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0023501762632197414
http://dbpedia.org/ontology/campus,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/distribution,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.8666666666666667
http://dbpedia.org/property/signatories,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.2765957446808511
http://dbpedia.org/property/bowlingCoach,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/member,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.04020385050962627
http://dbpedia.org/property/leader3Type,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/first,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.005818181818181818
http://dbpedia.org/property/bishop,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.006857603872529245
http://dbpedia.org/property/honoraryPresident,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.4
http://dbpedia.org/property/shipNamesake,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0006042296072507553
http://dbpedia.org/property/allies,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.21052631578947367
http://dbpedia.org/property/currentowner,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.017241379310344827
http://dbpedia.org/property/academicAffiliation,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/sisterChannels,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.9536423841059603
http://dbpedia.org/property/bench2Sf,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.2
http://dbpedia.org/property/influences,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0006828269033799932
http://dbpedia.org/ontology/almaMater,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0014851485148514852
http://dbpedia.org/ontology/publisher,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0007371913011426465
http://dbpedia.org/property/lam,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.38461538461538464
http://dbpedia.org/property/pictureFormat,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.25
http://dbpedia.org/property/schoolboard,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.9285714285714286
http://dbpedia.org/property/obverseDesigner,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.1111111111111111
http://dbpedia.org/property/ruckrover,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.12135922330097088
http://dbpedia.org/property/narrator,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.001336898395721925
http://dbpedia.org/property/chief2name,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.5333333333333333
http://dbpedia.org/property/host,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.009812409812409812
http://dbpedia.org/ontology/colour,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.8
http://dbpedia.org/ontology/vehiclesInFleet,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/domesticSuppliers,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/odCoach,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/definedby,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.5
http://dbpedia.org/property/md,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0012547051442910915
http://dbpedia.org/property/finalchamp,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.014814814814814815
http://dbpedia.org/property/basinCountries,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.008683068017366137
http://dbpedia.org/property/printer,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.07142857142857142
http://dbpedia.org/property/navy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.06451612903225806
http://dbpedia.org/property/war,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.029411764705882353
http://dbpedia.org/property/commerce,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.09090909090909091
http://dbpedia.org/property/monarch,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.000533997864008544
http://dbpedia.org/property/deputyminister1Pfo,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/secessions,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/round,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.009174311926605505
http://dbpedia.org/property/description,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.038834951456310676
http://dbpedia.org/property/precursor,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0410958904109589
http://dbpedia.org/property/guests,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.09752616555661275
http://dbpedia.org/ontology/governmentType,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0071174377224199285
http://dbpedia.org/property/testName,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/opponent,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0014760147601476014
http://dbpedia.org/ontology/anthem,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.1111111111111111
http://dbpedia.org/property/broadcastArea,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/trainers,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.13793103448275862
http://dbpedia.org/property/chief,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.00847457627118644
http://dbpedia.org/property/defendant,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.02564102564102564
http://dbpedia.org/property/people,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.00510204081632653
http://dbpedia.org/property/mostTriesInAMatch,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/category,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.023622047244094488
http://dbpedia.org/property/debuts,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.02
http://dbpedia.org/property/firstMonarch,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.02
http://dbpedia.org/property/festivals,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.017857142857142856
http://dbpedia.org/property/child5Agency,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/viceCharmain,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/third,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0007461294534601753
http://dbpedia.org/property/team2TestsMostWickets,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.003787878787878788
http://dbpedia.org/property/person1name,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.2857142857142857
http://dbpedia.org/property/beatifiedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0009699321047526673
http://dbpedia.org/property/team1TestsMostRuns,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.002008032128514056
http://dbpedia.org/property/suboffice,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.005128205128205128
http://dbpedia.org/property/seats,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/obverse2Designer,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.08333333333333333
http://dbpedia.org/property/child9Agency,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/secondaryHubs,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/commanderName,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.5
http://dbpedia.org/property/name,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.15471099166471916
http://dbpedia.org/property/mostTries,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.9166666666666666
http://dbpedia.org/property/founders,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.8660826032540676
http://dbpedia.org/property/homehr,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0008048289738430583
http://dbpedia.org/ontology/formerBandMember,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/keyPeople,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.90927995840915
http://dbpedia.org/property/leader1Name,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.9186911254338126
http://dbpedia.org/property/lp,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0012106537530266344
http://dbpedia.org/property/hqLocationCountry,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.9757252812314979
http://dbpedia.org/ontology/owningCompany,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/headCoach,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.002584056969442024
http://dbpedia.org/ontology/chairman,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.1642102128926604
http://dbpedia.org/property/coach,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.13729752108885784
http://dbpedia.org/property/officeholder,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.23900479968655108
http://dbpedia.org/ontology/garrison,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/patronRomanDivinity,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.6666666666666666
http://dbpedia.org/property/succeeded,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0001789068789694964
http://dbpedia.org/property/principalLabel,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/numLocations,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.5404699738903395
http://dbpedia.org/property/teammanager,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.9101123595505618
http://dbpedia.org/property/generalmanager,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.06349206349206349
http://dbpedia.org/property/industry,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.9830508474576272
http://dbpedia.org/property/patron,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.3787625418060201
http://dbpedia.org/property/chief3Name,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.9925373134328358
http://dbpedia.org/property/tour,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.002190580503833516
http://dbpedia.org/property/bench1Sg,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.2328767123287671
http://dbpedia.org/property/calledBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.13232104121475055
http://dbpedia.org/ontology/team,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.004669779853235491
http://dbpedia.org/property/topics,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.875
http://dbpedia.org/property/fields,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.03939393939393939
http://dbpedia.org/property/blankData,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.41414141414141414
http://dbpedia.org/property/cinematography,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0002781254345709915
http://dbpedia.org/property/minister3Name,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/child1Agency,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/ontology/childOrganisation,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/minister7Name,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/ontology/jurisdiction,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.9693486590038314
http://dbpedia.org/property/motm,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.00562993802337134
http://dbpedia.org/property/text,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0371191135734072
http://dbpedia.org/property/athleticsNickname,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.75
http://dbpedia.org/property/governor,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0019902477858493384
http://dbpedia.org/property/sportingDirector,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.6666666666666666
http://dbpedia.org/property/lwb,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.7777777777777778
http://dbpedia.org/property/starring,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.00020872532352425146
http://dbpedia.org/property/secGen,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/estate,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.375
http://dbpedia.org/property/teamname,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/womenscoach,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.6521739130434783
http://dbpedia.org/property/formerCoach,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/chief1position,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.46875
http://dbpedia.org/property/creatorsSeries,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.06666666666666667
http://dbpedia.org/property/origins,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/ontology/nationalAffiliation,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/leader6Name,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/child3Agency,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/inaugural,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.020319303338171262
http://dbpedia.org/property/politicalParty,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.043478260869565216
http://dbpedia.org/ontology/region,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.028225806451612902
http://dbpedia.org/property/con,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.14500514933058703
http://dbpedia.org/property/goals,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.027571580063626724
http://dbpedia.org/property/ldm,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.5238095238095238
http://dbpedia.org/ontology/clubsRecordGoalscorer,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/rf,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.391304347826087
http://dbpedia.org/property/secretary,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.6444444444444445
http://dbpedia.org/property/replacedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.8148148148148148
http://dbpedia.org/property/testCaptain,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/event,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.24935400516795866
http://dbpedia.org/property/deputyministerType,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/dedication,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0012340600575894694
http://dbpedia.org/property/precededBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.026143790849673203
http://dbpedia.org/property/aff,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.75
http://dbpedia.org/property/draftTeam,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.16666666666666666
http://dbpedia.org/property/residence,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0011841326228537595
http://dbpedia.org/ontology/aircraftRecon,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/emphasis,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/firstFc,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/person2name,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.25
http://dbpedia.org/property/chiefTitle,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/mcaption,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/animator,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0002844141069397042
http://dbpedia.org/property/eventStart,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.030303030303030304
http://dbpedia.org/property/firstchamp,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.007692307692307693
http://dbpedia.org/property/emeritusBishops,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.01279317697228145
http://dbpedia.org/property/fema,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/settlementType,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.014084507042253521
http://dbpedia.org/property/chamber1Leader,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.001366120218579235
http://dbpedia.org/property/province,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.11363636363636363
http://dbpedia.org/property/with,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,9.571209800918837e-05
http://dbpedia.org/ontology/company,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.001326963906581741
http://dbpedia.org/ontology/previousEditor,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0024096385542168677
http://dbpedia.org/property/awayscore,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.04477611940298507
http://dbpedia.org/ontology/aircraftInterceptor,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/topTryer,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/commissionHead,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.75
http://dbpedia.org/property/mostRuns,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.003194888178913738
http://dbpedia.org/ontology/spokenIn,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.004169562195969423
http://dbpedia.org/property/states,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0017241379310344827
http://dbpedia.org/property/countryOfOrigin,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.01639344262295082
http://dbpedia.org/property/legaljuris,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.3333333333333333
http://dbpedia.org/ontology/administrator,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/titleHog,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.044444444444444446
http://dbpedia.org/property/introducer,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.001718213058419244
http://dbpedia.org/property/constructors,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.5
http://dbpedia.org/property/renArchitect,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.012345679012345678
http://dbpedia.org/property/deity,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0022222222222222222
http://dbpedia.org/property/mostwins,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.004081632653061225
http://dbpedia.org/property/politicalPosition,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/deputyminister3Name,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.8888888888888888
http://dbpedia.org/property/team1Twenty20sMostRuns,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.002336448598130841
